GDP growth,Inflation,Gini index,Predicted GDP growth,Predicted Inflation,Predicted Gini index
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.20163672,0.85814446,1.4287333
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.28684187,0.25312686,1.5370636
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.83608204,0.3852931,-0.06639402
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.20163672,0.85814446,1.4287333
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.55125815,0.11916904,-0.7908145
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7475225,0.054915454,-0.80274206
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3181399,-1.28073,-0.24602067
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4959737,-0.2945939,0.5177609
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26790977,-0.053337544,0.78305006
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3181399,-1.28073,-0.24602067
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.7102764,-0.41326532,-1.8905549
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.28684187,0.25312686,1.5370636
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.28684187,0.25312686,1.5370636
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7475225,0.054915454,-0.80274206
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26790977,-0.053337544,0.78305006
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.20163672,0.85814446,1.4287333
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.20103529,0.028135428,-0.4945115
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.30782878,-1.469061,-0.293905
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.7102764,-0.41326532,-1.8905549
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5681055,0.3230543,-0.30346623
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.108765334,0.13397394,-0.27937365
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.108765334,0.13397394,-0.27937365
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.30782878,-1.469061,-0.293905
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18224797,-1.1916887,-0.10950943
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26790977,-0.053337544,0.78305006
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.7102764,-0.41326532,-1.8905549
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3181399,-1.28073,-0.24602067
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4959737,-0.2945939,0.5177609
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
-2.081030763738692,0.0091132705609736,-0.9505119968261,-0.8539282,-0.5738904,-0.42535463
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
-0.3940427227517292,-1.7807163501608907,-0.4305085804419513,-1.497924,0.3743753,-0.20951745
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.55125815,0.11916904,-0.7908145
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5681055,0.3230543,-0.30346623
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.20163672,0.85814446,1.4287333
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7193309,0.19778374,-0.2724442
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18224797,-1.1916887,-0.10950943
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4959737,0.27149743,-0.4515925
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26790977,-0.053337544,0.78305006
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
1.2156077646761765,0.0930767600510916,0.9891649800611702,-0.030884475,0.5151669,1.3472484
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.28684187,0.25312686,1.5370636
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.28684187,0.25312686,1.5370636
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5681055,0.3230543,-0.30346623
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26790977,-0.053337544,0.78305006
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.30782878,-1.469061,-0.293905
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7475225,0.054915454,-0.80274206
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4959737,-0.2945939,0.5177609
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4959737,0.27149743,-0.4515925
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.20163672,0.85814446,1.4287333
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7193309,0.19778374,-0.2724442
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4959737,-0.2945939,0.5177609
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7475225,0.054915454,-0.80274206
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
0.22158743161947686,0.9468429911181978,1.5860037742153301,0.19302219,0.85814446,1.3594563
0.26320361632807115,-0.005914330139059218,-0.5640423212136452,0.20103529,-0.005521622,-0.38867453
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26790977,-0.053337544,0.78305006
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.55125815,0.11916904,-0.7908145
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7193309,0.19778374,-0.2724442
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18224797,-1.1916887,-0.10950943
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-0.71456724,0.48972955,-0.6877349
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18224797,-1.1916887,-0.10950943
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.28684187,0.25312686,1.5370636
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.30782878,-1.469061,-0.293905
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4959737,-0.2945939,0.5177609
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.30782878,-1.469061,-0.293905
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7193309,0.19778374,-0.2724442
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.20103529,0.028135428,-0.4945115
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7422692,-0.047807362,-0.17557149
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.1217326,-0.3856105,0.261466
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3181399,-1.28073,-0.24602067
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4959737,-0.2945939,0.5177609
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7193309,0.19778374,-0.2724442
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7193309,0.19778374,-0.2724442
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.17107435,-1.1310173,-0.8391658
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.20103529,0.028135428,-0.4945115
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18224797,-1.1916887,-0.10950943
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.17107435,-1.1310173,-0.8391658
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3181399,-1.28073,-0.24602067
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.55125815,0.11916904,-0.7908145
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4959737,0.27149743,-0.4515925
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5681055,0.3230543,-0.30346623
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26790977,-0.053337544,0.78305006
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.7102764,-0.41326532,-1.8905549
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.55125815,0.11916904,-0.7908145
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.35775396,2.512304,1.2556216
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.28684187,0.25312686,1.5370636
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.108765334,0.13397394,-0.27937365
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.20103529,0.028135428,-0.4945115
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.6214119,-0.7481993,1.6161811
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4959737,-0.2945939,0.5177609
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.83608204,0.3852931,-0.06639402
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18224797,-1.1916887,-0.10950943
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.83608204,0.3852931,-0.06639402
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.83608204,0.3852931,-0.06639402
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.30782878,-1.469061,-0.293905
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.17107435,-1.1310173,-0.8391658
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5681055,0.3230543,-0.30346623
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.108765334,0.13397394,-0.27937365
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.108765334,0.13397394,-0.27937365
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8048347,1.4750845,-0.45145074
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.108765334,0.13397394,-0.27937365
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.18059862,0.28307253,-0.7908145
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0391189,0.11505942,0.8334232
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8085611,1.4675325,-0.4488395
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.23435655,0.26161733,1.5402602
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.18681811,-0.002150035,-0.4985871
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7589006,0.068810925,-0.80386
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7184402,0.18188712,-0.26904166
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.1837202,0.86872256,1.431238
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7389694,-0.08733498,-0.17231445
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.17249483,0.24760012,-0.78898376
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18947923,-1.1677977,-0.10138954
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.13687111,0.16303767,-0.2758995
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26612842,-0.041258648,0.7854163
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.5472861,0.09756712,-0.78898376
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.695759,-0.4110754,-1.8863769
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.1837202,0.86872256,1.431238
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7184402,0.18188712,-0.26904166
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.7389694,-0.08733498,-0.17231445
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.16838929,-1.1329796,-0.8304077
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.5472861,0.09756712,-0.78898376
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.13687111,0.16303767,-0.2758995
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5637043,0.36215776,-0.30099684
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4986354,0.26437306,-0.45038462
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4986354,0.26437306,-0.45038462
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5637043,0.36215776,-0.30099684
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.23435655,0.26161733,1.5402602
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4986354,0.26437306,-0.45038462
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4986354,-0.2948322,0.52087307
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7589006,0.068810925,-0.80386
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7184402,0.18188712,-0.26904166
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8085611,1.4675325,-0.4488395
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.3302832,2.515278,1.2578939
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.31439075,-1.2768703,-0.24815185
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.09903543,0.115851834,-0.391385
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.23435655,0.26161733,1.5402602
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4986354,-0.2948322,0.52087307
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.83858865,0.4558502,-0.065449506
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.16838929,-1.1329796,-0.8304077
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4986354,-0.2948322,0.52087307
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.16838929,-1.1329796,-0.8304077
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.4986354,-0.2948322,0.52087307
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.83858865,0.4558502,-0.065449506
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.1837202,0.86872256,1.431238
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.5472861,0.09756712,-0.78898376
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.26612842,-0.041258648,0.7854163
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4986354,0.26437306,-0.45038462
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7589006,0.068810925,-0.80386
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.62452865,-0.74693304,1.6205482
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.1837202,0.86872256,1.431238
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.8085611,1.4675325,-0.4488395
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.13687111,0.16303767,-0.2758995
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.16838929,-1.1329796,-0.8304077
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.23435655,0.26161733,1.5402602
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.13687111,0.16303767,-0.2758995
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.695759,-0.4110754,-1.8863769
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.695759,-0.4110754,-1.8863769
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.18681811,-0.002150035,-0.4985871
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7184402,0.18188712,-0.26904166
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18947923,-1.1677977,-0.10138954
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.16838929,-1.1329796,-0.8304077
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.16838929,-1.1329796,-0.8304077
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.62452865,-0.74693304,1.6205482
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.4986354,0.26437306,-0.45038462
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0358174,0.114627525,0.8378255
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7184402,0.18188712,-0.26904166
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.3302832,2.515278,1.2578939
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.3302832,2.515278,1.2578939
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5637043,0.36215776,-0.30099684
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.0358174,0.114627525,0.8378255
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.695759,-0.4110754,-1.8863769
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.16838929,-1.1329796,-0.8304077
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7589006,0.068810925,-0.80386
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.5637043,0.36215776,-0.30099684
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.5472861,0.09756712,-0.78898376
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.7184402,0.18188712,-0.26904166
-2.081030763738692,0.0091132705609736,-0.9505119968261,-1.7589006,0.068810925,-0.80386
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.31439075,-1.2768703,-0.24815185
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.83858865,0.4558502,-0.065449506
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.1531891,0.0744838,-0.65204716
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.17249483,0.24760012,-0.78898376
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.1837202,0.86872256,1.431238
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.18947923,-1.1677977,-0.10138954
